Title,Acronym,CORE2023,CORE2021,CORE2020,CORE2018,CORE2017,CORE2014,CORE2013,ERA2010,h5_index,h5_median
HCist - International Conference on Health and Social Care Information Systems and Technologies,HCist,Unranked,Unranked,Unranked,Unranked,,,,,,
Haskell Workshop,HASKELL,C,C,C,C,C,C,C,C,,
Hawaii International Conference on System Sciences,HICSS,,,,A,A,A,A,A,56.0,79.0
Health Informatics Conference,HIC,Australasian C,Australasian C,Australasian C,Australasian,Australasian,Australasian,Australasian,C,23.0,36.0
Heterogeneity in Computing Workshop,HCW,C,B,B,B,B,B,B,B,,
High-Performance Grid Computing Workshop (part of IPDPS Conference),HPGrid,,,,C,C,C,C,C,,
Human Language Technologies,HLT,,,,B,B,B,B,,132.0,228.0
Human System Interaction,HSI,C,C,C,C,C,C,C,C,,
Human-Agent Interaction,HAI,B,B,Unranked,Unranked,,,,,20.0,24.0
IADIS International Conference Applied Computing,IADIS AC,C,C,C,C,C,C,C,,,
IASTED International Conference on Applied Informatics,AI,,,,,,C,C,,,
IASTED International Conference on Applied Simulation and Modelling,ASM,,,,,,C,C,,,
IASTED International Conference on Artificial Intelligence and Soft Computing,ASC,,,,,,C,C,,,
IASTED International Conference on Computers and Advanced Technology in Education,CATE,,,,,,C,C,,,
IASTED International Conference on Intelligent Systems and Control,ISC,,,,,,C,C,,,
"IASTED International Conference on Internet, Multimedia Systems and Applications",IMSA,,,,,,C,C,,,
IASTED International Conference on Modelling and Simulation,MS,,,,,,C,C,,,
"IASTED International Conference on Modelling, Identification, and Control",MIC,,,,,,C,C,,,
"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,,,,,,C,C,C,,
IASTED International Conference on Parallel and Distributed Computing and Networks,PDCN,,,,,,C,C,,,
IASTED International Conference on Parallel and Distributed Computing and Systems,PDCS,,,,,,C,C,,,
IASTED International Conference on Robotics and Manufacturing,RM,,,,,,C,C,,,
IASTED International Conference on Signal and Image Processing,SIP,,,,,,C,C,,,
IASTED International Conference on Software Engineering,SE,,,,,,C,C,,3.0,4.0
IASTED International Conference on Software Engineering and Applications,SEA,,,,,,C,C,,,
"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,,,,,,C,C,,,
"IASTED International Conferenceon AI, Exp Sys & Neural Networks",AEN,,,,,,C,C,,,
IASTED International conference Law and Technology,LawTech,,,,,,C,C,,,
IAVoSS Workshop On Trustworthy Elections,WOTE,,,,C,C,C,C,C,,
"ICT in Education, Research, and Industrial Applications",ICTERI,National: Ukraine,National: Ukraine,,,,,,,,
IDF Congress,IDFC,,,,C,C,C,C,,,
IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,C,C,C,C,C,C,C,C,45.0,74.0
IEEE Bioinformatics and Bioengineering,BIBE,C,C,C,C,C,C,C,C,20.0,26.0
IEEE Computational Systems Bioinformatics Conference,CSB,,,,A,A,A,A,A,,
IEEE Computer Communications Workshop,CCW,,,,B,B,B,B,B,80.0,115.0
IEEE Computer Security Foundations Symposium (was CSFW),CSF,A,A,A,A,A,A,A,A,22.0,33.0
IEEE Conference of the Open Innovations Association FRUCT,FRUCT,Regional,Regional,,,,,,,24.0,32.0
IEEE Conference on Cognitive and Computational Aspects of Situation Management,CogSIMA,National:USA,National:USA,National:USA,National:USA,,,,,10.0,13.0
IEEE Conference on Computational Complexity,CCC,A,A,A,A,A,B,B,B,25.0,34.0
IEEE Conference on Computer Vision and Pattern Recognition,CVPR,A*,A*,A*,A*,A,A,A,A,440.0,689.0
IEEE Conference on Decision and Control,CDC,,,,A,A,A,A,A,49.0,64.0
IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE),CEC,,,,,,C,C,C,,
"IEEE Conference on Electronic Commerce Technology and Enterprise Computing, e_Commerce and e-Services",CBI (was CEC/EEE),,,,B,B,B,B,,,
"IEEE Conference on Information, Decision and Control",IDC,,,,C,C,C,C,,,
IEEE Conference on Local Computer Networks,LCN,B,B,A,A,A,A,A,A,22.0,25.0
IEEE Conference on Mass Storage Systems and Technologies,MSST,National: USA,National: USA,National: USA,C,C,C,C,C,,
IEEE Conference on Open Architecture and Network Programming,OPENARCH,,,,A,A,A,A,,,
"IEEE Conference on Systems, Man and Cybernetics",SMC,B,B,B,B,B,B,B,B,155.0,212.0
IEEE Conference on Virtual Reality and 3D User Interfaces,VR,A*,A*,A,A,A,A,B,B,,
IEEE Congress on Evolutionary Computation,CEC,B,B,B,B,B,B,A,A,89.0,133.0
IEEE Congress on Services,SERVICES,B,B,B,B,B,B,B,B,,
IEEE Consumer Communications and Networking Conference,IEEE CCNC,B,B,B,B,B,B,B,B,32.0,41.0
IEEE Dynamic Spectrum Access Networks,DYSPAN,,,,B,B,B,B,,19.0,28.0
IEEE European Conference on Web Services,ECOWS,,,,C,C,C,C,C,,
IEEE European Symposium on Security and Privacy,EuroS&P,A,NEW,NEW,NEW,,,,,47.0,84.0
IEEE European Test Symposium,ETS,TBR,,,,,,,,16.0,20.0
IEEE Global Internet Symposium,GI,C,C,C,C,C,C,C,C,3.0,4.0
IEEE Global Telecommunications Conference,GLOBECOM,B,B,B,B,B,B,B,,18.0,29.0
IEEE Industrial Electronics Society,IECON,TBR,,,,,,,,30.0,48.0
IEEE Industry Applications Society Annual Conference,IAS,National: USA,National: USA,National: USA,C,C,C,C,,,
"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,,,,C,C,C,C,C,,
IEEE Information Visualization Conference,IEEE InfoVis,,,A*,A*,A*,A*,A*,A,,
IEEE Intell Network Workshop,IN,,,,B,B,B,B,,,
IEEE International Augmented Reality Toolkit Workshop,IARTW,,,,C,C,C,C,C,,
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,,,,B,B,B,B,B,,
"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,B,,,B,B,B,B,,129.0,195.0
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,,,,C,C,C,C,C,,
IEEE International Conference on Advanced Learning Technologies,ICALT,B,B,,B,B,B,B,B,22.0,28.0
IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,B,B,B,B,B,B,B,B,23.0,52.0
IEEE International Conference on Automatic Face and Gesture Recognition,FG,B,C,C,C,C,C,C,C,43.0,62.0
IEEE International Conference on Automation Science and Engineering,CASE,TBR,,,,,,,,29.0,40.0
IEEE International Conference on Autonomic Computing,ICAC,,B,B,B,B,B,B,B,15.0,22.0
IEEE International Conference on Big Data,BigData,B,B,,,,,,,54.0,79.0
IEEE International Conference on Blockchain and Cryptocurrency,ICBC,C,,,,,,,,39.0,54.0
IEEE International Conference on COTS-Based Software Systems,ICCBSS,,,,C,C,C,C,C,,
IEEE International Conference on Cloud Computing,CLOUD,B,B,B,B,B,B,B,B,28.0,42.0
IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,C,C,C,C,C,C,C,C,13.0,21.0
IEEE International Conference on Cloud Computing in Emerging Markets,CCEM,National:India,National:India,,,,,,,,
IEEE International Conference on Cluster Computing,CLUSTER,B,A,A,A,A,A,A,A,29.0,43.0
IEEE International Conference on Cognitive Informatics,ICCI,C,C,C,C,C,C,C,C,10.0,14.0
IEEE International Conference on Communications,ICC,,,,B,B,B,B,B,80.0,115.0
IEEE International Conference on Computational Cybernetics,ICCC,,,,C,C,C,C,C,10.0,16.0
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,,,,C,C,C,C,C,11.0,16.0
IEEE International Conference on Computer Communications,INFOCOM,A*,A*,A*,A*,A*,A*,A*,A,80.0,115.0
IEEE International Conference on Computer Design,ICCD,TBR,,,,,,,,41.0,63.0
IEEE International Conference on Computer Languages,ICCL,,,,A,A,A,A,,,
IEEE International Conference on Computer Vision,ICCV,A*,A*,A*,A*,A*,A*,A*,A,291.0,484.0
IEEE International Conference on Computer and Information Technology,CIT,C,C,C,C,C,C,C,C,,
IEEE International Conference on Control Applications,CCA,,,,B,B,B,B,B,20.0,25.0
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,C,C,C,C,C,C,C,C,12.0,15.0
IEEE International Conference on Data Mining,ICDM,A*,A*,A*,A*,A*,A*,A*,A,50.0,88.0
IEEE International Conference on Data Science and Advanced Analytics,DSAA,B,A,,,,,,,26.0,36.0
IEEE International Conference on Data Science and Engineering,ICDSE,National:India,National:India,National:India,National:India,,,,,16.0,25.0
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,,,,C,C,C,C,C,,
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,B,B,B,B,B,B,B,B,25.0,36.0
IEEE International Conference on Document Analysis and Recognition,ICDAR,A,A,A,A,A,A,A,,,
IEEE International Conference on Emerging Technologies and Factory Automation,ETFA,TBR,,,,,,,,34.0,45.0
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,B,B,A,A,A,A,A,A,14.0,19.0
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,,,,C,C,C,C,C,,
IEEE International Conference on Fog and Edge Computing,ICFEC,C,C,,,,,,,,
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,B,B,A,A,A,A,A,A,25.0,36.0
IEEE International Conference on Global Software Engineering,ICGSE,C,C,C,C,C,C,C,C,84.0,118.0
IEEE International Conference on Granular Computing,GrC,,,,C,C,C,C,C,,
IEEE International Conference on High Performance Computing and Communications,HPCC,C,B,B,B,B,B,B,B,20.0,29.0
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,,B,B,B,B,B,B,B,,
IEEE International Conference on Image Processing,ICIP,B,B,B,B,B,B,B,B,66.0,95.0
IEEE International Conference on Industrial Informatics,INDIN,TBR,,,,,,,,21.0,30.0
IEEE International Conference on Information Reuse and Integration,IRI,National: USA,National: USA,National: USA,C,C,C,C,C,21.0,28.0
IEEE International Conference on Information and Automation,IEEE ICIA,,National: China,National: China,C,C,C,C,C,,
IEEE International Conference on Intelligence and Security Informatics,ISI,C,C,C,C,C,C,C,C,18.0,28.0
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,,,,C,C,C,C,C,,
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,National: Romania,National: Romania,National: Romania,C,C,C,C,C,,
IEEE International Conference on Intelligent Processing Systems,IPS,,,,C,C,C,C,,,
IEEE International Conference on Intelligent Systems,IEEE IS,C,C,C,C,C,C,C,C,86.0,125.0
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,B,B,B,B,B,B,B,B,20.0,25.0
IEEE International Conference on Multimedia Computing and Systems,ICMCS,,,,A,A,A,A,,,
IEEE International Conference on Multimedia and Expo,ICME,A,A,B,B,B,B,B,B,46.0,67.0
IEEE International Conference on Multimedia in Education,MME,,,,C,C,C,C,,,
IEEE International Conference on Networks,ICON,,,,B,B,B,B,B,37.0,53.0
IEEE International Conference on Neural Networks,ICNN,,,,B,B,B,B,B,,
IEEE International Conference on Parallel Processing Workshops,WoPP,,,,C,C,C,C,C,,
IEEE International Conference on Peer to Peer Computing,P2P,,,,C,C,C,C,C,,
IEEE International Conference on Pervasive Computing and Communications,PERCOM,A*,A*,A*,A*,A*,A*,A*,A,29.0,36.0
"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,A,A,C,C,C,C,C,C,33.0,46.0
IEEE International Conference on Quantum Computing and Engineering,QCE,TBR,,,,,,,,28.0,49.0
IEEE International Conference on Radio Frequency Identification,IEEE RFID,,,,B,B,B,B,B,25.0,32.0
IEEE International Conference on Robotics and Automation,ICRA,A*,B (needs review),B,B,B,B,B,,122.0,194.0
"IEEE International Conference on Sensing, Communication and Networking",SECON,B,B,B,B,B,B,B,B,27.0,32.0
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,,C,C,C,C,C,C,C,,
"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,A,A,,,,,,,39.0,54.0
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,A,A,A,A,A,A,A,A,33.0,47.0
IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,B,B,A,A,A,A,A,A,,
IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,C,B,B,B,B,B,B,B,18.0,25.0
IEEE International Conference on Web Services,ICWS,A,A,A,A,A,A,A,A,26.0,42.0
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,,,,B,B,B,B,B,,
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,B,B,B,B,,,,C,19.0,27.0
IEEE International Conference on e-Business Engineering,ICEBE,,,,B,B,B,B,B,8.0,15.0
IEEE International Conference on e-Science and Grid Computing,e-Science,B,B,A,A,A,A,A,A,,
IEEE International Enterprise Distributed Object Computing Conference,EDOC,B,B,B,B,B,B,B,B,21.0,30.0
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,C,C,C,C,C,C,C,C,83.0,105.0
IEEE International Joint Conference on Neural Networks,IJCNN,B,B,A,A,A,A,A,A,,
IEEE International Multioptic Conference,INMIC,,,,C,C,C,C,C,,
IEEE International On-Line Testing Symposium,IOLTS,C,C,C,C,C,C,C,C,18.0,22.0
IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,A,A,A,A,A,A,A,A,38.0,50.0
IEEE International Performance Computing and Communications Conference,IPCCC,C,B,B,B,B,B,B,B,20.0,29.0
IEEE International Requirements Engineering Conference,RE,A,A,A,A,A,A,A,A,32.0,49.0
IEEE International Scientific Conference on Informatics,Informatics,National:Slovakia,National:Slovakia,,,,,,,,
IEEE International Solid-State Circuits Conference,ISSCC,,,,A,A,A,A,,66.0,100.0
IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,C,C,C,C,C,C,C,C,,
IEEE International Symposium on Artificial Life,IEEE Alife,C,C,A,A,A,A,A,A,,
IEEE International Symposium on Circuits and Systems,ISCAS,TBR,,,,,,,,39.0,52.0
"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,B,A,A,A,A,A,A,A,,
IEEE International Symposium on High Assurance Systems Engineering,HASE,,B,B,B,B,B,B,B,,
IEEE International Symposium on Information Theory,ISIT,B,B,B,B,B,B,B,B,46.0,63.0
IEEE International Symposium on Intelligence in Neural & Biological Systems,INBS,,,,B,B,B,B,,,
IEEE International Symposium on Intelligent Control,ISIC,,,,B,B,B,B,B,20.0,28.0
IEEE International Symposium on Multimedia,ISM,C,C,C,C,C,C,C,C,46.0,67.0
IEEE International Symposium on Network Computing and Applications,NCA,B,B,A,A,A,A,A,A,17.0,27.0
IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,C,C,B,B,B,B,B,B,15.0,21.0
IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,B,B,B,B,C,C,C,C,21.0,33.0
IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,B,B,B,B,B,B,B,B,30.0,39.0
IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,C,C,C,C,C,C,C,C,,
IEEE International Symposium on Real-Time Distributed Computing,ISORC,C,C,C,C,C,C,C,C,12.0,21.0
IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,,,,C,C,C,C,C,,
IEEE International Symposium on Software Metrics,SMS,,,,A,A,A,A,,6.0,10.0
IEEE International Symposium on Wearable Computers,ISWC,Journal Published,Journal Published,A*,A*,A*,A*,A*,A,22.0,38.0
IEEE International Symposium on Web Systems Evolution,WSE,,,,C,C,C,C,C,,
"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,B,B,A,A,A,A,A,A,24.0,35.0
IEEE International Test Conference,ITC,TBR,,,B,B,B,B,B,32.0,59.0
IEEE International Working Conference on Mining Software Repositories,MSR,A,A,A,A,C,C,C,C,,
IEEE International Working Conference on Software Visualisation,VISSOFT,B,B,B,B,B,B,B,B,,
IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,C,C,C,C,C,C,C,C,15.0,22.0
IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,,,,C,C,C,C,C,,
IEEE International Workshop on Cluster Computing and the Grid,IWCC,,,,C,C,C,C,,29.0,43.0
IEEE International Workshop on Databases for Next-Generation Researchers,SWOD,,,,C,C,C,C,C,,
IEEE International Workshop on Future Trends of Distributed Computing Systems,FTDCS,,,,C,C,C,C,C,,
IEEE International Workshop on Neural Networks for Signal Processing,NNSP,,,,C,C,C,C,C,,
IEEE International Workshop on Object-Oriented Real-Time Dependable Systems,WORDS,,,,B,B,B,B,B,,
IEEE International Workshop on Quality of Service,IWQoS,B,B,B,B,B,B,B,B,22.0,30.0
IEEE LAN/MAN Workshop,LANMAN,C,C,C,C,C,C,C,,,
IEEE Network Operations and Management Symposium,NOMS,B,B,B,B,B,B,B,B,27.0,40.0
IEEE Pacific Visualization Symposium (was APVIS),PacificVis,B,B,B,B,B,A,B,B,19.0,28.0
IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,A,A,A,A,A,A,A,A,28.0,45.0
IEEE Region 10 Conference,Tencon,C,C,C,C,C,C,C,C,30.0,39.0
IEEE Software Engineering Workshop,SEW,C,C,C,C,C,C,C,C,84.0,118.0
IEEE Swarm Intelligence Symposium,IEEE SIS,C,C,C,C,C,C,C,C,,
IEEE Symposium on 3D User Interfaces,3DUI,,,,,B,B,B,B,,
IEEE Symposium on Advanced Management of Information for Globalized Enterprises,AMIGE,,,,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence and Data Mining,CIDM,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence for Security and Defence Applications,IEEE CISDA,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,C,C,C,C,C,C,C,C,14.0,21.0
IEEE Symposium on Computational Intelligence in Control and Automation,IEEE CICA,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence in Image and Signal Processing,CIISP,,,,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making,IEEE MCDM,,,,C,C,C,C,C,,
IEEE Symposium on Computational Intelligence in Scheduling,IEEE CI-Sched,,,,C,C,C,C,C,,
IEEE Symposium on Computational intelligence for Image Processing,IEEE CIIP,,,,C,C,C,C,C,,
IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing,IEEE CIMSIVP,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computer Arithmetic,ARITH,C,C,C,C,C,C,C,C,,
IEEE Symposium on Computers and Communications,ISCC,C,B,B,B,B,B,B,B,26.0,34.0
IEEE Symposium on Field Programmable Custom Computing Machines,FCCM,B,B,A,A,A,A,A,,28.0,46.0
IEEE Symposium on Foundations of Computer Science,FOCS,A*,A*,A*,A*,A*,A*,A*,A,55.0,74.0
IEEE Symposium on High-Performance Interconnects,HOTI,National: USA,National: USA,National: USA,B,B,B,B,B,,
IEEE Symposium on Intelligent Agents,IEEE IA,,,,C,C,C,C,C,,
IEEE Symposium on Logic in Computer Science,LICS,A*,A*,A*,A*,A*,A*,A*,A,30.0,36.0
IEEE Symposium on Security and Privacy,SP,A*,A*,A*,A*,A*,A*,A,A,112.0,179.0
IEEE Symposium on Visual Analytics Science and Technology,IEEE VAST,,,C,C,C,C,C,C,,
IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,B,B,B,B,B,B,A,A,18.0,27.0
IEEE Systems and Information Engineering Design Symposium,SIEDS,,,,C,C,C,C,C,,
IEEE Transactions on Knowledge and Data Engineering,IEEETKDE,,,,A,A,A,A,,107.0,185.0
IEEE VLSI Test Symposium,VTS,TBR,,,,,,,,18.0,24.0
IEEE Vehicular Technology Conference,VTC,B,B,B,B,B,B,B,B,48.0,114.0
IEEE Visualization,IEEE VIS,A,A,A,A,A,A,A,A,89.0,124.0
IEEE Wireless Communications and Networking Conference,WCNC,B,B,B,B,B,B,B,B,41.0,57.0
IEEE Working Conference on Reverse Engineering,WCRE,,,,B,B,B,B,B,,
IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data,WARDS,,,,C,C,C,C,C,,
IEEE Workshop on Applications of Computer Vision,WACV,A,A,A,A,A,A,A,A,109.0,162.0
IEEE Workshop on Computational Intelligence for Visual Intelligence,IEEE CIVI,,,,C,C,C,C,C,,
IEEE Workshop on Computational Intelligence in Aerospace Applications,IEEE CIAA,,,,C,C,C,C,C,,
"IEEE Workshop on Computational Intelligence in Biometrics: Theory, Algorithms, and Applications",IEEE CIB,,,,C,C,C,C,C,,
IEEE Workshop on Computational Intelligence in Vehicles and Vehicular Systems,IEEE CIWS,,,,C,C,C,C,C,,
IEEE Workshop on Computational Intelligence in Virtual Environments,IEEE CIVE,,,,C,C,C,C,C,,
IEEE Workshop on Evolvable and Adaptive Hardware,IEEE WEAH,,,,C,C,C,C,C,,
IEEE Workshop on Evolving and Self-Developing Intelligent Systems,IEEE ESDIS,,,,C,C,C,C,C,,
IEEE Workshop on High Performance Switching and Routing,HPSR,C,C,C,C,C,C,C,C,,
IEEE Workshop on Hot Topics in Web Systems and Technologies,HotWeb,,,,B,B,B,B,B,,
IEEE Workshop on Hybrid Intelligent Models and Applications,IEEE HIMA,,,,C,C,C,C,C,,
IEEE Workshop on Memetic Algorithms,IEEE WOMA,,,,C,C,C,C,C,,
IEEE Workshop on Organic Computing,IEEE OC,,,,C,C,C,C,C,,
IEEE Workshop on Robotic Intelligence in Informationally Structured Space,IEEE RiiSS,,,,C,C,C,C,C,,
IEEE Workshop on Speech Coding,SCW,,,,C,C,C,C,C,,
IEEE international conference on ehealth networking applications and services (was International Workshop on Enterprise Networking and Computing in Health Care Industry; changed 2006),HealthCom,C,C,C,C,C,C,C,C,13.0,25.0
IEEE/ACIS International Conference on Computer and Information Science,ICIS,C,C,C,C,C,C,C,C,12.0,18.0
IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,B,,,,,,,,,
"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,C,C,,,,,,,9.0,17.0
IEEE/ACM International Conference on Computer-Aided Design,ICCAD,A,A,A,A,A,A,A,A,41.0,63.0
IEEE/ACM International Conference on Grid Computing,GRID,,,,A,A,A,A,A,,
IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,A*,A*,A*,A*,A*,A*,A*,A,,
IEEE/IFAC Joint Symposium on Intelligent Control,CACSD,,,,B,B,B,B,,,
IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,A,A,A,A,A,A,A*,A,37.0,53.0
IEEE/IFIP International Conference on Embedded and Ubiquitous Computing,EUC,C,C,C,C,C,C,C,C,,
IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems,BASYS,,,,B,B,B,B,B,,
IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,A,A,A,A,A,A,A,A,86.0,125.0
IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,B,B,B,B,B,C,C,C,24.0,43.0
IFAC Conference on Automation,ICA,,,,C,C,C,C,,,
IFAC Conference on System Structure and Control,SSSC,C,C,C,C,C,C,C,C,,
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,C,C,C,C,C,C,C,C,,
IFIP Conference on Biologically Inspired Collaborative Computing,BICC,,,,C,C,C,C,C,,
IFIP Congress (Information Processing),Information Processing,,,,C,C,C,C,C,,
IFIP Information Security & Privacy Conference,IFIP SEC,B,B,B,B,B,B,B,B,,
IFIP International Conference on Broadband Communications,BC,,,,C,C,C,C,C,,
IFIP International Conference on Distributed Applications and Interoperable Systems,DAIS,C,C,B,B,B,B,B,B,,
IFIP International Conference on Network and Parallel Computing,NPC,C,C,C,C,C,C,C,C,7.0,9.0
IFIP International Conference on Networking,Networking,B,B,A,A,A,A,A,A,24.0,32.0
IFIP International Conference on Open Distributed Processing,ODP,,,,B,B,B,B,B,,
IFIP International Conference on Theoretical Computer Science,IFIP TCS,,,,C,C,C,C,C,,
"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,Journal Published,B,A,A,A,A,A,,,
"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,C,,,B,A,A,A,A,,
IFIP TC13 Conference on Human-Computer Interaction,Interact,B,B,A,A,A,A,A,A,,
IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,B,B,B,B,A,A,A,,,
IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,unranked: not primarily CS,unranked: not primarily CS,,,,,,,,
IFIP Working Conference on Visual Database Systems,VDbS,,,,B,B,C,C,C,,
IFIP Working Conferences on Virtual Enterprises,PRO-VE,C,C,C,C,C,C,C,C,,
IFIP/ACM Working Conference on Component Deployment,CD,,,,B,B,B,B,B,,
IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks,PEMWN,C,,,,,,,,,
IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,B,B,,A,A,A,A,A,25.0,44.0
IFSA World Congress,IFSA,C,C,B,B,B,B,B,B,,
IMA International Conference on Cryptography and Coding,IMACC,C,B,B,B,B,B,B,B,,
INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS,PerDis,,B,,,,,,,,
INTUITION International Conference,INTUITION,,,,C,C,C,C,C,,
ISC High Performance (was International Supercomputing Conference),ISC,C,C,C,C,C,C,C,C,,
ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,C,C,C,C,C,C,C,C,,
ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,,,,C,C,C,C,C,,
Iberian Conference on Information Systems and Technologies,CISTI,,,,Regional,,,,,22.0,28.0
IberoAmerican Congress on Pattern Recognition,CIARP,C,C,C,C,C,C,C,C,12.0,14.0
Image and Vision Computing Conference,IVCNZ,Australasian C,Australasian B,Australasian B,Australasian,Australasian,Australasian,"Australasian (missed in 2013, modified 2019)",B,48.0,84.0
Indian Conference on Human-Computer Interaction,IndiaHCI,National: India,National: India,,,,,,,,
Inductive Logic Programming,ILP,B,B,B,B,B,B,B,B,,
Industrial Simulation Conference,ISC,C,C,C,C,C,C,C,C,,
Informatics Education Europe,IEE,,,,C,C,C,C,C,,
"Informatics in Education (journal, congress, symposium, etc all under this name - can't rank)",,,,,C,C,C,C,,35.0,49.0
Information Hiding and Multimedia Security Workshop,IH&MMSec,C,C,C,C,C,C,C,C,23.0,35.0
Information Integration and Web-based Applications and Services,IIWAS,C,C,C,C,C,C,C,C,15.0,22.0
Information Processing in Sensor Networks,IPSN,A*,A*,A*,A*,A*,A*,A*,A,26.0,45.0
Information Resources Management Association International Conference,IRMA,,,,B,B,B,B,,,
Information Retrieval Facility Conference,IRFC,,,,Unranked,Unranked,Unranked,,,,
Information Security Conference,ISC,C,B,B,B,B,C,C,C,46.0,66.0
Information Security Practice and Experience Conference,ISPEC,C,B,B,B,B,B,B,B,10.0,13.0
Information Security Symposium,CERIAS,National: USA,National: USA,National: USA,C,C,C,C,C,24.0,35.0
Information Systems &Technologies /SPIE Conference on Digital Video Compression Algorithms & Techniques,DVAT,,,,C,C,C,C,,,
Information Systems Education Conference,ISECON,,,,B,B,B,B,B,15.0,26.0
Information Theory Workshop,ITW,B,B,B,B,B,B,B,B,24.0,29.0
Information Visualisation Theory and Practice,InfVis,C,C,C,C,C,C,C,C,,
Information Visualization Evaluation,IVE,,,,C,C,C,C,C,,
