id,title,acronym,paper_count,paper_text,status
AIES,"AAAI Conference on Artificial Intelligence, Ethics, and Society",AIES,0,,skipped-no-papers
AIIM26,AI+IM Global Summit,AIIM26,0,,skipped-no-papers
AIME,International Conference on Artificial Intelligence in Medicine,AIME,0,,skipped-no-papers
AIMSA,"International Conference on Artificial Intelligence: Methodology, Systems, Applications",AIMSA,0,,skipped-no-papers
AINA,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,0,,skipped-no-papers
AISC,Australasian Information Security Conference,AISC,0,,skipped-no-papers
AIST,"International Conference on Analysis of Images, Social Networks and Texts",AIST,0,,skipped-no-papers
AISTATS,International Conference on Artificial Intelligence and Statistics,AISTATS,4,"High-Dimensional Density Ratio Estimation with Extensions to Approximate Likelihood Computation: The ratio between two probability density functions is an important component of various tasks, including selection bias correction, novelty detection and classification. Recently, several estimators of this ratio have been proposed. Most of these methods fail if the sample space is high-dimensional, and hence require a dimension reduction step, the result of which can be a significant loss of information. Here we propose a simple-toimplement, fully nonparametric density ratio estimator that expands the ratio in terms of the eigenfunctions of a kernel-based operator; these functions reflect the underlying geometry of the data (e.g., submanifold structure), often leading to better estimates without an explicit dimension reduction step. We show how our general framework can be extended to address another important problem, the estimation of a likelihood function in situations where that function cannot be wellapproximated by an analytical form. One is often faced with this situation when performing statistical inference with data from the sciences, due the complexity of the data and of the processes that generated those data. We emphasize applications where using existing likelihood-free methods of inference would be challenging due to the high dimensionality of the sample space, but where our spectral series method yields a reasonable estimate of the likelihood function. We provide theoretical guarantees and illustrate the effectiveness of our proposed method with numerical experiments. Appearing in Proceedings of the 17 International Conference on Artificial Intelligence and Statistics (AISTATS) 2014, Reykjavik, Iceland. JMLR: W&CP volume 33. Copyright 2014 by the authors.

Robust Causal Estimation in the Large-Sample Limit without Strict Faithfulness: AISTATS 2017: 20th International Conference on Artificial Intelligence and Statistics, 20-22 april 2017, Fort Lauderdale, FL, USA

Robust Data Clustering with Outliers via Transformed Tensor Low-Rank Representation: Recently, tensor low-rank representation (TLRR) has become a popular tool for tensor data recovery and clustering, due to its empirical success and theoretical guarantees. However, existing TLRR methods consider Gaussian or gross sparse noise, inevitably leading to performance degradation when the tensor data are contaminated by outliers or sample-specific corruptions. This paper develops an outlier-robust tensor low-rank representation (OR-TLRR) method that provides outlier detection and tensor data clustering simultaneously based on the t-SVD framework. For tensor observations with arbitrary outlier corruptions, OR-TLRR has provable performance guarantee for exactly recovering the row space of clean data and detecting outliers under mild conditions. Moreover, an extension of OR-TLRR is proposed to handle the case when parts of the data are missing. Finally, extensive experimental results on synthetic and real data demonstrate the effectiveness of the proposed algorithms. We release our code at https://github.com/twugithub/2024-AISTATS-ORTLRR.

Further Optimal Regret Bounds for Thompson Sampling: Thompson Sampling is one of the oldest heuristics for multi-armed bandit problems. It is a randomized algorithm based on Bayesian ideas, and has recently generated significant interest after several studies demonstrated it to have comparable or better empirical performance compared to the state of the art methods. In this paper, we provide a novel regret analysis for Thompson Sampling that proves the first near-optimal problem-independent bound of O( √ NT lnT ) on the expected regret of this algorithm. Our novel martingale-based analysis techniques are conceptually simple, and easily extend to distributions other than the Beta distribution. For the version of Thompson Sampling that uses Gaussian priors, we prove a problem-independent bound of O( √ NT lnN) on the expected regret, and demonstrate the optimality of this bound by providing a matching lower bound. This lower bound of Ω( √ NT lnN) is the first lower bound on the performance of a natural version of Thompson Sampling that is away from the general lower bound of O( √ NT ) for the multi-armed bandit problem. Our near-optimal problem-independent bounds for Thompson Sampling solve a COLT 2012 open problem of Chapelle and Li. Additionally, our techniques simultaneously provide the optimal problem-dependent bound of (1+ ǫ) ∑ i lnT d(μi,μ1) +O(Nǫ2 ) on the expected regret. The optimal problem-dependent regret bound for this problem was first proven recently by Kaufmann et al. [2012b]. Appearing in Proceedings of the 16 International Conference on Artificial Intelligence and Statistics (AISTATS) 2013, Scottsdale, AZ, USA. Volume 31 of JMLR: W&CP 31. Copyright 2013 by the authors.",success
AJCAI,Australasian Joint Conference on Artificial Intelligence,AJCAI,0,,skipped-no-papers
ALENEX,Workshop on Algorithm Engineering and Experiments,ALENEX,0,,skipped-no-papers
ALENEX25,SIAM Symposium on Algorithm Engineering and Experiments,ALENEX25,0,,skipped-no-papers
ALIFE,International Conference on the Simulation and Synthesis of Living Systems,ALIFE,1,"Molecular Communication Approaches for Wetware Artificial Life: A Workshop Report: : On 25 July 2023, a workshop entitled “Molecular Communication Approaches for Wetware Artificial Life” took place as a satellite event at the international conference ALIFE 2023 (The 2023 Conference on Artificial Life). In this report, we comment on the workshop by focusing on the main theme and the motivations that led us to develop this initiative. In particular, we highlight how recent progress in synthetic biology and in the study of molecular communication from an engineering perspective can be fruitfully joined to provide a powerful platform to develop frontier research lines in “wetware” Artificial Life. The talks presented at the workshop are briefly summarized. This report is, ultimately, an opportunity to promote an emerging field that calls for collaborative efforts of scholars from multiple disciplines, from chemistry to molecular biology, from communication engineering to nanotechnology, and up to those interested in more theoretical aspects about complex artificial systems that mimic natural ones.",success
ALT,37th International Conference on Algorithmic Learning Theory,ALT,0,,skipped-no-papers
ALTA,23rd Annual Workshop of the Australasian Language Technology Association,ALTA,0,,skipped-no-papers
ALTA 2025,Australasian Language Technology Association Workshop,ALTA 2025,0,,skipped-no-papers
AMCIS,Americas Conference on Information Systems,AMCIS,0,,skipped-no-papers
AMIA,American Medical Informatics Annual Fall Symposium,AMIA,2,"InfyNLP at SMM4H Task 2: Stacked Ensemble of Shallow Convolutional Neural Networks for Identifying Personal Medication Intake from Twitter: This paper describes Infosys's participation in the ""2nd Social Media Mining for Health Applications Shared Task at AMIA, 2017, Task 2"". Mining social media messages for health and drug related information has received significant interest in pharmacovigilance research. This task targets at developing automated classification models for identifying tweets containing descriptions of personal intake of medicines. Towards this objective we train a stacked ensemble of shallow convolutional neural network (CNN) models on an annotated dataset provided by the organizers. We use random search for tuning the hyper-parameters of the CNN and submit an ensemble of best models for the prediction task. Our system secured first place among 9 teams, with a micro-averaged F-score of 0.693.

NRC-Canada at SMM4H Shared Task: Classifying Tweets Mentioning Adverse Drug Reactions and Medication Intake: Our team, NRC-Canada, participated in two shared tasks at the AMIA-2017 Workshop on Social Media Mining for Health Applications (SMM4H): Task 1 - classification of tweets mentioning adverse drug reactions, and Task 2 - classification of tweets describing personal medication intake. For both tasks, we trained Support Vector Machine classifiers using a variety of surface-form, sentiment, and domain-specific features. With nine teams participating in each task, our submissions ranked first on Task 1 and third on Task 2. Handling considerable class imbalance proved crucial for Task 1. We applied an under-sampling technique to reduce class imbalance (from about 1:10 to 1:2). Standard n-gram features, n-grams generalized over domain terms, as well as general-domain and domain-specific word embeddings had a substantial impact on the overall performance in both tasks. On the other hand, including sentiment lexicon features did not result in any improvement.",success
AMMS 2025,"2025 7th International Applied Mathematics, Modelling and Simulation Conference",AMMS 2025,0,,skipped-no-papers
AMTA,Conference of the Association for Machine Translation in the Americas,AMTA,4,"The Sockeye 2 Neural Machine Translation Toolkit at AMTA 2020: We present Sockeye 2, a modernized and streamlined version of the Sockeye neural machine translation (NMT) toolkit. New features include a simplified code base through the use of MXNet's Gluon API, a focus on state of the art model architectures, distributed mixed precision training, and efficient CPU decoding with 8-bit quantization. These improvements result in faster training and inference, higher automatic metric scores, and a shorter path from research to production.

Three-Antenna Polarization Measurements Again: This paper extends a 2020 AMTA paper [1] in which we simulated (with added noise) an older, and seemingly forgotten, technique for processing three-antenna polarization data that uses well known signal processing algorithms. Here we analyze actual measured data. Topics explored include: (1) Fourier filtering, (2) bidirectional S-parameter measurements, and (3) time-domain gating. We demonstrate a robust approach that is effective and easy to implement.

A Review of the CW-Ambient Technique for Measuring G/T in a Planar Near-Field Antenna Range: Techniques for measuring G/T have been previously presented at AMTA; however, there are very few papers that discuss how to measure G/T in a near-field antenna range. One recent paper discussed such a method and gave a brief description within the larger context of satellite payload testing [1]. The paper’s treatment of G/T was necessarily brief and gives rise to several questions in relation to the proposed method. Other papers that treated this topic required the antenna aperture to be separable from the back-end electronics, which may not be possible in all cases [2–3]. In this paper, we discuss in great detail a slightly modified version of the G/T measurement method presented in [1]. A signal and noise power diagram is presented that can be useful for understanding how system signal-to-noise ratio (SNR) relates to G/T, and a few common misconceptions concerning the topic of G/T are addressed. The CW-Ambient technique for computing G/T of a Unit Under Test (UUT) from measurements in a planar near-field system is described in detail, and a list of assumptions inherent to the CW-Ambient technique is presented. Finally, the validity of the CW-Ambient technique is assessed by analyzing measured data collected from a separable UUT.

Further Exploration of the Holographic PNF Filter: A 2021 AMTA paper[1] introduced a 3D holographic filtering algorithm optimized for the planar near-field (PNF) geometry. This filter has been shown to have an excellent combination of AUT-signal preservation, stray-signal rejection, and processing speed. It requires only the sampling of a conventional PNF measurement, along with a specified 3D boundary surrounding all the AUT’s possible radiating sources.The 2021 paper[1] suggested some topics for further investigation, specifically the optimal Z spacing through the 3D hologram and the X- and Y-widths of the blanking window’s tapered extension, and those are investigated here. This paper also explores the combination of filtering and probe correction, since the measured convolution of probe and AUT spatial distributions will be wider than that of the AUT by itself. Finally, filter effectiveness is evaluated for different stray-signal locations with respect to the AUT volume.",success
ANNSIM,Annual Modeling and Simulation Conference,ANNSIM,0,,skipped-no-papers
ANT,"The 17th International Conference on Ambient Systems, Networks and Technologies",ANT,0,,skipped-no-papers
ANZAM,ANZAM Conference 2025,ANZAM,0,,skipped-no-papers
ANZMAC,ANZMAC Conference 2026,ANZMAC,0,,skipped-no-papers
AOGS2025,Asian Oceania Geosciences Society Annual Meeting 2025,AOGS2025,0,,skipped-no-papers
APBC,Asia Pacific Bioinformatics Conference,APBC,0,,skipped-no-papers
APBJC,"1st Asia & Pacific Bioinformatics Joint Conference – JSBi, GIW, InCoB, APBC, and ISCB-Asia",APBJC,0,,skipped-no-papers
APCC,The 31st Asia-Pacific Conference on Communications,APCC,0,,skipped-no-papers
APCCM,Tenth Asia-Pacific Conference on Conceptual Modelling,APCCM,0,,skipped-no-papers
APCEAS,Asia-Pacific Conference on Engineering and Applied Sciences,APCEAS,0,,skipped-no-papers
APCOM,Application of Computers & Operations Research in the Minerals Industry,APCOM,0,,skipped-no-papers
APCT,5th Asia-Pacific Computer Technologies Conference,APCT,0,,skipped-no-papers
APConference,Asia Pacific Conference 2025,APConference,0,,skipped-no-papers
APLAS,The 24th Asian Symposium on Programming Languages and Systems - APLAS & ATVA 2026,APLAS,0,,skipped-no-papers
APLAS & ATVA 2026,The 24th Asian Symposium on Programming Languages and Systems,APLAS & ATVA 2026,0,,skipped-no-papers
APNOMS,Asia-Pacific Network Operations and Management Symposium,APNOMS,0,,skipped-no-papers
APORS,13th Triennial International Conference of the Association of Asia Pacific Operational Research Societies,APORS,0,,skipped-no-papers
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,0,,skipped-no-papers
APSCC,Asia-Pacific Services Computing Conference,APSCC,0,,skipped-no-papers
APSEC,Asia-Pacific Software Engineering Conference,APSEC,2,"APSEC 2018 Tutorial: Presentation 101: Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. In this hands-on tutorial, Michele Lanza, a Professor of Software Engineering at the Università della Svizzera italiana (USI) in Lugano, Switzerland and a frequent invited speaker, will explore numerous best practices in preparing and delivering presentations. Themes covered include: How to structure your presentation. Effective design of presentation material. How to engage your audience. Body language. The importance of rehearsals. Participants might be invited to prepare short research presentations to be studied and critiqued during the tutorial.

APSEC 2019 Steering Committee and Emeritus Members: Steering Committee Chair: Sooyong Park, Sogang University, Korea Muhammad Ali Babar, University of Adelaide, Australia Sundeok (Steve) Char, Korea University, Korea William C. Chu, Tung Hai University, Taiwan Jin Song Dong, National University of Singapore, Singapore Jun Han, Swinburne University of Technology, Australia Jackey Keung, City University of Hong Kong, Hong Kong Karl R. P. H. Leung, Hong Kong Institute of Vocational Education, Hong Kong Deron Liang, National Central University, Taiwan Katsuhisa Maruyama, Ritsumeikan University, Japan Pornsiri Muenchaisri, Chulalonghorn University, Thailand Danny Poo, National University of Singapore, Singapore Steve Reeves, The University of Waikato, New Zealand Shamsul Sahibuddin, Universiti Teknologi Malaysia, Malaysia Ashish Sureka, Indraprastha Institute of Information Technology Delhi IIITD, India Hironori Washizaki, Waseda University, Japan He (Jason) Zhang, Nanjing University, China",success
APWEB,Web and Big Data,APWEB,0,,skipped-no-papers
AQIS,25th Asian Quantum Information Science Conference,AQIS,0,,skipped-no-papers
ARES,"International Conference on Availability, Reliability and Security",ARES,0,,skipped-no-papers
ARITH,IEEE Symposium on Computer Arithmetic,ARITH,6,"A Study of the Effects and Benefits of Custom-Precision Mathematical Libraries for HPC Codes: Published in ""IEEE Transactions on Emerging Topics in Computing, Volume: 9, Issue: 3, JulySeptember 2021"" and orally presented at ARITH 2021.

Efficient Word Size Modular Arithmetic: Published in ""IEEE Transactions on Emerging Topics in Computing, Volume: 9, Issue: 3, JulySeptember 2021"" and orally presented at ARITH 2021.

Algorithms for Stochastically Rounded Elementary Arithmetic Operations in IEEE 754 Floating-Point Arithmetic: Published in ""IEEE Transactions on Emerging Topics in Computing, Volume: 9, Issue: 3, JulySeptember 2021"" and orally presented at ARITH 2021.

Sum Propagate Adders: Published in ""IEEE Transactions on Emerging Topics in Computing, Volume: 9, Issue: 3, JulySeptember 2021"" and orally presented at ARITH 2021.

Efficient Word Size Modular Multiplication over Signed Integers: As an efficient multiplication method for polynomial rings, Number Theoretic Transform (NTT) is a fundamental algorithm that is both practically useful and theoretically established. Chung et al. proposed a method to perform NTT-based polynomial multiplication for NTT-unfriendly rings that do not have suitable primitive roots. They applied their proposal to lattice-based cryptography using NTT-unfriendly rings and speeded up several schemes. At ARITH 2021, Plantard proposed a modular multiplication algorithm that improves the speed of NTT if moduli are not large (a few dozen of bits), which is the case for typical lattice-based cryptography. It is natural to expect that Plantard's method improves Chung et al.‘s NTT when applied to them, however, this is not possible as Chung et al. requires the use of signed integers while Plantard's method assumes unsigned integers. A simple fix would cause a slowdown and a non-constant-time operation. To overcome this problem, we propose an efficient method for calculating the modular multiplication for signed integers based on Plantard's method. Our proposal generally incurs no overhead from the original and works in a constant-time fashion. To show the effectiveness of our proposal, we provide experimental implementation results on a lattice-based cryptographic scheme Saber. Currently, NIST is selecting candidates for standardization of post-quantum cryp-tography in preparation for the compromise of current public key cryptography by quantum computers, and has completed the selection of the final candidates. Saber is one of the finalists for the NIST standardization project,

XpulpNN: Enabling Energy Efficient and Flexible Inference of Quantized Neural Networks on RISC-V based IoT End Nodes: Published in ""IEEE Transactions on Emerging Topics in Computing, Volume: 9, Issue: 3, JulySeptember 2021"" and orally presented at ARITH 2021.",success
AROB,International Symposium on Artificial Life and Robotics,AROB,0,,skipped-no-papers
